TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr7|7	mouse chr7|7	0.337710211570727	-1.0855671134611	266	2	0.0185185185185185	108	23952	54608,17345	Abhd2,Mki67
mouse chr18	mouse chr18	0.352237389256824	-1.04344992939261	467	3	0.0277777777777778	108	23952	18018,240354,13653	Nfatc1,Malt1,Egr1
mouse chr7 F3|7	mouse chr7 F3|7	0.395159714239211	-0.928465255958239	111	1	0.00925925925925926	108	23952	16797	Lat
mouse chr19|19	mouse chr19|19	0.41408290515673	-0.881689071203215	118	1	0.00925925925925926	108	23952	93679	Trim8
mouse chr2 B|2	mouse chr2 B|2	0.422012170662482	-0.86272112492958	121	1	0.00925925925925926	108	23952	26360	Angptl2
mouse chr10 D3|10	mouse chr10 D3|10	0.434992028997677	-0.832427572204613	126	1	0.00925925925925926	108	23952	17904	Myl6
mouse chr2 A3|2	mouse chr2 A3|2	0.447683037725376	-0.803669802044268	131	1	0.00925925925925926	108	23952	18718	Pip4k2a
mouse chr17|17	mouse chr17|17	0.507023453360493	-0.679198017367199	156	1	0.00925925925925926	108	23952	17158	Man2a1
mouse chr17 B1|17	mouse chr17 B1|17	0.518110352218059	-0.657567024241425	161	1	0.00925925925925926	108	23952	224705	Vps52
mouse chr11 E2|11	mouse chr11 E2|11	0.526801707235959	-0.640931068351446	165	1	0.00925925925925926	108	23952	268512	Slc26a11
mouse chr9	mouse chr9	0.528608385598431	-0.637507413149599	1066	5	0.0462962962962963	108	23952	97541,170748,18985,12363,12145	Qars,Smco4,Pou2af1,Casp4,Cxcr5
mouse chr6|6	mouse chr6|6	0.533218135816077	-0.628824678097583	168	1	0.00925925925925926	108	23952	11569	Aebp2
mouse chr19	mouse chr19	0.553984518118951	-0.590618538259001	640	3	0.0277777777777778	108	23952	20250,226090,107338	Scd2,Ermp1,Gbf1
mouse chr11 D|11	mouse chr11 D|11	0.562039963902223	-0.576182321470348	182	1	0.00925925925925926	108	23952	74479	Snx11
mouse chr8|8	mouse chr8|8	0.609189561389443	-0.495625793056321	207	1	0.00925925925925926	108	23952	66427	Cyb5b
mouse chr11|11	mouse chr11|11	0.629999072023597	-0.462036932576061	219	1	0.00925925925925926	108	23952	94176	Dock2
mouse chr4	mouse chr4	0.635457469731622	-0.453410114696597	1201	5	0.0462962962962963	108	23952	69863,269523,252838,21949,14073	Ttc39b,Vcp,Tox,Tnfsf8,Faah
mouse chr13	mouse chr13	0.662490314119827	-0.411749341425124	751	3	0.0277777777777778	108	23952	16468,56421,70430	Jarid2,Pfkp,Tbce
mouse chr7 A3|7	mouse chr7 A3|7	0.675865705506028	-0.391760883168824	248	1	0.00925925925925926	108	23952	15388	Hnrnpl
mouse chr3|3	mouse chr3|3	0.683183428627795	-0.380991892323324	253	1	0.00925925925925926	108	23952	20195	S100a11
mouse chr3	mouse chr3	0.731938818151083	-0.312058350274791	836	3	0.0277777777777778	108	23952	72121,60505,108058	Dennd2d,Il21,Camk2d
mouse chr2|2	mouse chr2|2	0.753633731605053	-0.282848796099294	308	1	0.00925925925925926	108	23952	14007	Celf2
mouse chr8	mouse chr8	0.774583827937707	-0.255429390072302	897	3	0.0277777777777778	108	23952	11739,11513,17132	Slc25a4,Adcy7,Maf
mouse chr15	mouse chr15	0.817332665432037	-0.201709087765722	683	2	0.0185185185185185	108	23952	74868,66629	Tmem65,Golph3
mouse chr5	mouse chr5	0.894421689795559	-0.11157792620947	1144	3	0.0277777777777778	108	23952	68098,13178,12615	Rchy1,Dck,Cenpa
mouse chrX	mouse chrX	0.897450652256292	-0.108197143689804	843	2	0.0185185185185185	108	23952	14758,58194	Gpm6b,Sh3kbp1
mouse chr17	mouse chr17	0.938364345263895	-0.0636169776077872	978	2	0.0185185185185185	108	23952	224705,12648	Vps52,Chd1
mouse chr7	mouse chr7	0.97155337855746	-0.0288590671990375	1852	4	0.037037037037037	108	23952	16797,27027,15388,20737	Lat,Tspan32,Hnrnpl,Spn
mouse chr18 B3|18 23.74 cM	mouse chr18 B3|18 23.74 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr8|8 B1.2	mouse chr8|8 B1.2	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr6|6 F1	mouse chr6|6 F1	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr13 C1|13 40.15 cM	mouse chr13 C1|13 40.15 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr7 A3|7 14.11 cM	mouse chr7 A3|7 14.11 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr14 B|14 19.09 cM	mouse chr14 B|14 19.09 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr14 C1|14 24.6 cM	mouse chr14 C1|14 24.6 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr2 C1.1|2 29.98 cM	mouse chr2 C1.1|2 29.98 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr5 A1|5 3.43 cM	mouse chr5 A1|5 3.43 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr11|11 E2	mouse chr11|11 E2	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr2|2 G3	mouse chr2|2 G3	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr9 D|9 40.08 cM	mouse chr9 D|9 40.08 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr14|14 D3	mouse chr14|14 D3	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr15|15 B3.2	mouse chr15|15 B3.2	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chrX|X 68.46 cM	mouse chrX|X 68.46 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr2 F1|2 63.26 cM	mouse chr2 F1|2 63.26 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr19 C3|19 38.97 cM	mouse chr19 C3|19 38.97 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr2 E1|2 51.62 cM	mouse chr2 E1|2 51.62 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr13 B3|13 32.8 cM	mouse chr13 B3|13 32.8 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr8 B1.3|8	mouse chr8 B1.3|8	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr11 D|11 66.29 cM	mouse chr11 D|11 66.29 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr14 D2|14 36.32 cM	mouse chr14 D2|14 36.32 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr16|16 B3	mouse chr16|16 B3	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr9 F2|9 59.07 cM	mouse chr9 F2|9 59.07 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr4 A5|4 16.86 cM	mouse chr4 A5|4 16.86 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr2 H3|2 85.27 cM	mouse chr2 H3|2 85.27 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr6 F3|6 61.92 cM	mouse chr6 F3|6 61.92 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr11 A4|11 18.83 cM	mouse chr11 A4|11 18.83 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr7 E3|7 54.71 cM	mouse chr7 E3|7 54.71 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr1|1 H5	mouse chr1|1 H5	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr3 H1|3 66.69 cM	mouse chr3 H1|3 66.69 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr2|2 H3	mouse chr2|2 H3	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr11 B2|11 37.81 cM	mouse chr11 B2|11 37.81 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr7 D3|7 48.35 cM	mouse chr7 D3|7 48.35 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr7 A3|7 9.62 cM	mouse chr7 A3|7 9.62 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr8 C2|8 40.22 cM	mouse chr8 C2|8 40.22 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr18 B2|18 19.46 cM	mouse chr18 B2|18 19.46 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr11 B1.3|11 31.86 cM	mouse chr11 B1.3|11 31.86 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chrX|X A3.2	mouse chrX|X A3.2	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr9 A5.2|9 25.36 cM	mouse chr9 A5.2|9 25.36 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr10 A3|10 9.75 cM	mouse chr10 A3|10 9.75 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr5|5 B2	mouse chr5|5 B2	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr5 E3|5 47.29 cM	mouse chr5 E3|5 47.29 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr17 E1.2|17	mouse chr17 E1.2|17	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr10|10 C	mouse chr10|10 C	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr8|8 C2	mouse chr8|8 C2	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr8|8 B3.1	mouse chr8|8 B3.1	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr2 A3|2 19.38 cM	mouse chr2 A3|2 19.38 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr4 C7|4 50.18 cM	mouse chr4 C7|4 50.18 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr5 C3.3|5 39.55 cM	mouse chr5 C3.3|5 39.55 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr9 A5.3|9 27.75 cM	mouse chr9 A5.3|9 27.75 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
mouse chr10 C|10 39.72 cM	mouse chr10 C|10 39.72 cM	0.999999999944788	-5.52122159058901e-11	3	0	0	108	23952
